candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C011	0.7906	fruit / palm / date / ripening	26	13	17	42	0.05871019	0.3206	0.8333	0.5714	1,2,3,4,6,8,10,11,12,15,16,17,18,19,20,21,22,24,26,29,30,32,33,34,36,38	ء ت ي ء ك ل ث م ر د خ ل ذ ن ب ش ي ء ط ع م ط و ع ق ل ب ك ف ر ل ع ب م ع ي و ل ي	kw:fruit(116.1729); kw:palm(90.9767); kw:date(62.3609); kw:ripening(60.9791); kw:ripeness(59.9777); theme:agriculture_food/plant_vegetation(58.4865); kw:botany(57.0538); kw:crop(53.7561)	ط ع م:B005:إدراك الثمر وأخذ الطعم → ث م ر:B001:الثمرة الناضجة
C012	0.7895	path / route / road / access	23	11	13	18	0.06046968	0.2368	1.0	0.8889	1,2,4,5,8,9,12,14,15,16,17,18,22,25,27,28,30,32,33,34,35,36,38	ء ت ي س ب ل س ل م ص د د ض ر ر ض ل ل ع م ل ع ن د ق ط ع م ل ك ه د ي	kw:path(62.3609); kw:route(52.5539); kw:road(52.3699); kw:access(49.2484); kw:navigation(42.7746); kw:thoroughfare(34.884); kw:means(31.7301); kw:proximity(24.1055)	س ب ل:B002:أهل الطريق وسالكوه → ق ط ع:B023:قطع الطريق بالغصب والصد
C013	0.7886	land_water_sky/weather_climate / rain / fertility / cloud	24	17	17	35	0.05989095	0.2574	1.0	0.6857	1,2,3,4,7,10,11,13,14,15,16,17,18,20,22,23,27,29,31,32,34,36,37,38	ء ت ي ء ر ض ح م م ح ي ي خ ر ج ر ب ب س ب ل س ق ي ش ر ط ص ب ر ض ر ب ع م ي غ ي ر ك ل ل ن ص ر ه ل ك و ل ي	theme:land_water_sky/weather_climate(98.7577); kw:rain(82.932); kw:fertility(53.198); kw:cloud(49.8887); kw:sky(47.893); kw:precipitation(44.6404); kw:meteorology(43.1696); kw:weather(37.9455)	ر ب ب:B008:رباب السحاب → ص ب ر:B010:سحاب أبيض متراكم
C014	0.7867	rain / barrenness / ecology / agriculture	22	16	16	32	0.06096536	0.2667	1.0	0.6875	1,2,3,4,6,7,10,11,12,13,14,15,16,19,20,22,27,31,32,34,36,38	ء ر ض ء ن ف ج ن ن ج ه د ح ي ي خ ب ر ذ ن ب ر ب ب س ب ل ش ر ب ش ق ق ض ر ب م و ت ن ص ر ه ل ك و ل ي	kw:rain(59.2371); kw:barrenness(52.1902); kw:ecology(51.155); kw:agriculture(49.2943); kw:land(45.5656); kw:fertility(42.5584); kw:plant(40.1773); kw:weather(37.9455)	ن ص ر:B004:النصر مطر وإغاثة → ح ي ي:B002:حياة الأرض بالمطر والنبات
C015	0.7861	concealment / screen / veil / protection	18	13	15	36	0.06247279	0.3495	0.9722	0.5556	1,2,3,4,6,8,10,11,12,14,15,17,19,20,23,32,34,36	ب ص ر ج ن ن خ م ر ر ب ب ر ق ب ص د د ط ع م غ ش و غ ش ي غ ف ر ك ف ر ك ل ل و ق ي	kw:concealment(131.1095); kw:screen(100.7291); kw:veil(98.4843); kw:protection(69.6338); kw:covering(57.8714); kw:shield(46.5929); kw:privacy(41.1882); kw:cover(38.2751)	غ ش و:B001:غطاء يعلو الشيء ويستره → غ ش ي:B001:الستر والتغطية
C016	0.784	concealment / veil / covering / screen	17	11	14	31	0.06180476	0.3563	0.9677	0.6452	1,2,3,4,6,8,10,11,12,15,19,20,23,26,31,32,34	ج ن ن خ ب ر خ م ر س ر ر ص د د غ ش و غ ش ي غ ف ر ك ف ر ك ل ل ل ع ن	kw:concealment(109.2579); kw:veil(98.4843); kw:covering(92.5942); kw:screen(86.3393); kw:protection(59.6861); kw:privacy(41.1882); kw:cover(38.2751); kw:soil(25.2203)	غ ش و:B001:غطاء يعلو الشيء ويستره → غ ش ي:B001:الستر والتغطية
C017	0.7828	route / irrigation / path / stream	22	12	14	21	0.06132758	0.236	1.0	0.8571	1,2,4,8,9,12,13,14,15,16,17,18,22,27,28,30,32,33,34,35,36,38	ء ت ي س ب ل س ق ي ش ر ب ص د د ض ر ر ط ب ع ع م ل ق ر ي ق ط ع م ل ك ن ه ر	kw:route(65.6923); kw:irrigation(51.1888); kw:path(49.8887); kw:stream(43.1696); kw:navigation(42.7746); kw:channel(39.8493); kw:road(39.2775); kw:conduit(31.7301)	س ب ل:B002:أهل الطريق وسالكوه → ق ط ع:B023:قطع الطريق بالغصب والصد
C018	0.7821	distance / remoteness / exclusion / separation	15	9	13	23	0.06191703	0.3239	1.0	0.7826	1,2,3,4,8,10,11,12,14,15,23,25,32,34,38	ب ع د ب ي ن ت ع س ش ط ن ش ق ق ك ف ر ل ع ن ن ف س و ع د	kw:distance(84.7527); kw:remoteness(83.5576); kw:exclusion(41.7788); kw:separation(41.0998); kw:sanction(32.5328); kw:banishment(30.7655); kw:curse(29.544); kw:breadth(28.1384)	ب ع د:B004:البعد هلاكا ولعنا → ل ع ن:B001:الطرد والإبعاد بالسخط
C019	0.7813	tribute / revenue / tax / levy	27	13	13	19	0.06076059	0.2436	0.9474	0.6316	1,2,3,4,6,8,9,12,13,14,15,16,17,18,20,21,27,28,29,30,31,32,33,35,36,37,38	ء ت ي ء ج ر ء ك ل ث م ر ج ر ي خ ب ر خ ر ج د خ ل ص د ق ض ر ب ع م ل م ر ض ن ف ق	kw:tribute(65.0657); kw:revenue(63.4603); kw:tax(49.5059); kw:levy(47.0731); theme:economy_property/finance_debt(43.9145); kw:money(42.6693); kw:economy(39.9048); kw:livelihood(38.2751)	ض ر ب:B010:المال المضروب على أحد → خ ر ج:B003:مال يخرج على جهة معلومة
C020	0.7781	law_governance/authority_governance / governance / politics / care	28	11	13	15	0.06054028	0.1974	1.0	0.8	1,2,3,4,5,7,9,10,11,12,14,15,16,19,20,21,22,23,26,27,28,29,30,32,33,34,35,38	ء ل ه ت ب ع ح ر ب ر ب ب س ل م ص ل ح غ ي ر ق و ل ق و م م ل ك و ل ي	theme:law_governance/authority_governance(75.8169); kw:governance(45.0396); kw:politics(39.4154); kw:care(37.2198); kw:ruler(34.884); kw:dominion(34.884); theme:law_governance/politics_order(33.0724); kw:property(32.081)	و ل ي:B003:تولي الأمر والقيام عليه → ق و م:B004:رعاية وحفظ وولاية
C021	0.7766	milk / fruit / fertility / harvest	22	15	17	39	0.06144562	0.291	0.9231	0.5897	3,4,12,15,16,17,18,19,20,21,22,23,24,26,27,29,31,32,33,35,36,38	ء ت ي ء ك ل ء م ر ث م ر خ ب ر د ع و ر س ل ص م م ض ر ب ط ع م ط و ع ع س ي ق ل ب ل ب ن م ع ي	kw:milk(91.9274); kw:fruit(58.0864); kw:fertility(53.198); kw:harvest(50.1599); kw:agriculture(49.2943); kw:produce(46.1482); kw:yield(45.7343); kw:tree(45.2608)	ل ب ن:B001:اللَّبَن المشروب ودرره → ر س ل:B006:اللبن والدر المتتابع
C022	0.7763	hardship / effort / exertion / burden	14	9	11	18	0.06063156	0.3462	1.0	0.7222	2,3,4,9,13,16,20,26,28,31,32,33,35,38	ء ل ي ج ه د ح ق ق ر س ل ش د د ش ق ق ك ر ه ن ف س ه ل ك	kw:hardship(58.1957); kw:effort(54.4326); kw:exertion(45.7343); kw:burden(35.1871); kw:labor(31.2388); theme:emotion_ethics/suffering_hardship(31.1287); kw:strain(30.7655); kw:exhaustion(26.2769)	ج ه د:B001:بذل الوسع تحت مشقة → ش ق ق:B003:ثقل يشق النفس
C023	0.7759	body_health_life/reproduction_birth / fertility / pregnancy / reproduction	26	14	16	30	0.05528931	0.2542	0.9333	0.7	1,2,3,4,8,9,12,13,14,15,16,17,18,20,22,24,25,27,28,29,30,32,33,35,36,37	ء ت ي ح ق ق خ ر ج د ن و ر ء ي ر ح م ر د د ص ف و ض ر ب ع م ل ق ر ء ل ق ي ن ع م و ض ع	theme:body_health_life/reproduction_birth(76.2521); kw:fertility(74.4772); kw:pregnancy(64.8028); kw:reproduction(61.1919); kw:husbandry(45.1864); kw:sexuality(42.6119); kw:mating(41.7788); kw:estrus(31.3821)	ض ر ب:B011:ضرب الفحل الناقة → ق ر ء:B009:قرء الناقة في الضبعة والوداق
C024	0.7756	law_governance/authority_governance / governance / semiotics / mark	26	14	17	25	0.06318311	0.188	1.0	0.84	1,2,4,6,8,9,10,11,12,14,15,16,18,19,20,21,22,26,27,28,30,31,32,33,35,38	ء م ر ر ء ي ر ق ب س و م ش ر ط ص د ق ص ف و ع ر ف ع ل م ع م ل ق ب ل ق و م م ل ك و ل ي	theme:law_governance/authority_governance(106.1437); kw:governance(67.5594); kw:semiotics(61.531); kw:mark(61.1092); kw:sign(55.4339); kw:authority(52.4284); kw:administration(43.1696); kw:banner(33.004)	و ل ي:B003:تولي الأمر والقيام عليه → ء م ر:B003:الولاية وصاحب السلطان
C025	0.7756	law_governance/authority_governance / administration / governance / authority	26	12	13	18	0.0610491	0.2338	1.0	0.6667	1,2,3,4,6,7,8,9,11,12,13,14,15,20,21,22,23,26,27,28,29,30,32,33,35,38	ء م ر ح س ب ر ب ب ر ق ب ص م م ع ر ف ع م ل غ ي ر ق و م م ل ك ن ص ر و ل ي	theme:law_governance/authority_governance(98.562); kw:administration(71.9494); kw:governance(67.5594); kw:authority(41.9427); kw:care(37.2198); kw:dominion(34.884); kw:hierarchy(32.5956); kw:office(31.3821)	و ل ي:B003:تولي الأمر والقيام عليه → ء م ر:B003:الولاية وصاحب السلطان
C026	0.7749	livestock / wealth / herd / economy	13	12	12	22	0.05975174	0.3333	1.0	0.6364	2,3,12,13,14,15,18,22,24,32,33,35,36	ح م م ر ب ب ر س ل ش ر ط ض ر ر ق ر ء ق ر ي ق ط ع ك ل ل م و ل ن ع م و ه ن	kw:livestock(95.3182); kw:wealth(75.3434); kw:herd(51.5089); kw:economy(49.881); kw:cattle(45.7343); kw:pastoralism(36.8447); kw:family(34.2328); kw:property(32.081)	ق ر ي:B011:مال وعيال مجتمعون → ق ر ء:B013:القِرَة مال وعيال
C027	0.7745	livestock / cattle / herd / economy	21	15	15	25	0.06176148	0.2381	1.0	0.76	1,2,3,4,5,8,12,13,14,15,16,17,18,20,22,24,25,30,32,33,35	ء ل ي ح م م ر ب ب ر س ل س و ع س و م ش ر ط ض ل ل ق ر ء ق ر ي ق ط ع ك ل ل ن ع م ه د ي و ض ع	kw:livestock(95.3182); kw:cattle(60.9791); kw:herd(51.5089); kw:economy(49.881); kw:pastoralism(49.1262); kw:wealth(43.0534); kw:property(42.7746); kw:pasture(34.5965)	ق ر ي:B011:مال وعيال مجتمعون → ق ر ء:B013:القِرَة مال وعيال
C028	0.7745	chest / body_health_life/anatomy / spear / thorax	22	14	14	19	0.05664685	0.2088	1.0	0.9474	1,2,3,4,6,8,9,12,13,14,15,16,21,26,28,29,30,32,33,35,37,38	ء م ر ء ن س ء ن ف ب د ل ج ن ن ح ر ب ض غ ن ع س ل ع ل و ع م ل ق ر ي ك ل ل ل ب ن و ه ن	kw:chest(65.4624); theme:body_health_life/anatomy(60.1397); kw:spear(55.7051); kw:thorax(51.232); kw:breast(44.6404); kw:point(42.9143); kw:tip(40.3171); theme:conflict_security/weaponry(35.6665)	ل ب ن:B005:لَبان الصدر → ك ل ل:B007:الكُلْكُل صدرا
C029	0.7736	leg / front / leader / animal	21	8	10	9	0.06078743	0.2093	1.0	1.0	1,2,3,4,5,7,8,9,12,14,16,17,24,25,27,28,30,32,33,35,38	ء ن ف ت ب ع د ب ر ع م ل ق د م ق و م م ل ك ه د ي	kw:leg(39.5566); kw:front(29.1436); kw:leader(28.6095); kw:animal(27.5512); kw:beginning(26.9877); kw:leadership(25.8369); kw:limb(24.9444); kw:anatomy(23.5413)	ه د ي:B003:المتقدم الهادي وأوائل الشيء → م ل ك:B008:المتقدم القائد في الحيوان
C030	0.7733	remoteness / distance / proximity / nearness	19	12	16	31	0.06357245	0.2743	1.0	0.7419	1,2,3,4,8,10,11,12,14,15,16,20,22,23,25,32,34,36,38	ب ع د ب ي ن ت ع س ح م م د ن و ش ط ن ش ق ق ص د د ع ن د ك ف ر ل ع ن و ل ي	kw:remoteness(83.5576); kw:distance(72.6452); kw:proximity(72.3164); kw:nearness(65.2377); kw:adjacency(47.0731); kw:relation(45.8825); kw:space(42.0421); kw:exclusion(41.7788)	و ل ي:B001:قرب ودنو بلا فاصل → د ن و:B001:القرب والمقاربة
C031	0.7732	tree / fruit / crop / harvest	26	17	17	33	0.06064119	0.2426	0.9091	0.6364	1,2,3,4,6,8,10,11,12,14,15,16,17,18,19,20,21,24,26,29,30,31,32,33,34,36	ء ت ي ء ك ل ث م ر ج ن ن ر ب ب س ق ي ش ر ب ش ي ء ص ب ر ط ع م ط و ع غ ف ر ق ل ب ك ف ر ل ب ن ن ه ر ن و ر	kw:tree(90.5216); kw:fruit(81.321); kw:crop(53.7561); kw:harvest(50.1599); kw:agriculture(49.2943); kw:resin(46.5929); kw:produce(46.1482); kw:palm(45.4883)	ط ع م:B005:إدراك الثمر وأخذ الطعم → ث م ر:B001:الثمرة الناضجة
C032	0.7731	law_governance/authority_governance / administration / governance / hierarchy	25	12	14	21	0.05787764	0.236	1.0	0.7143	1,2,3,4,6,8,9,11,12,14,15,16,20,21,22,26,27,28,29,30,32,33,35,36,38	ء م ر ت ب ع ح س ب ح ي ي ر ب ب ع ر ف ع م ل ق و ل ق و م م ل ك و ج ه و ل ي	theme:law_governance/authority_governance(140.2613); kw:administration(71.9494); kw:governance(67.5594); kw:hierarchy(43.4607); kw:authority(41.9427); kw:politics(39.4154); kw:leadership(38.7554); kw:ruler(34.884)	و ل ي:B003:تولي الأمر والقيام عليه → ء م ر:B003:الولاية وصاحب السلطان
C033	0.7728	liability / surety / guarantee / responsibility	19	10	10	12	0.05856734	0.2667	1.0	0.75	1,2,3,4,6,8,10,11,12,14,15,21,24,29,30,31,32,34,38	ج ن ن ح س ب ص ب ر ع ر ف غ ن ي ق ب ل ق ف ل ق و م ك ف ر ك و ن	kw:liability(52.3699); kw:surety(47.5952); kw:guarantee(46.1482); kw:responsibility(41.9894); kw:governance(33.7797); kw:adequacy(31.0619); kw:utility(30.4895); theme:law_governance/authority_governance(30.3268)	ح س ب:B003:الكفاية والإغناء → غ ن ي:B002:الغَناء والكفاية
C034	0.7727	mountain / toponym / onomastics / name	14	11	12	18	0.06170979	0.2769	1.0	0.8889	1,2,3,4,5,8,10,11,12,15,28,31,32,34	ح ر ب ر ض و ر ض ي ص ب ر ص د د ص ل ح ع ق ب ك ف ر ل ب ن ن ه ر و ز ر	kw:mountain(85.9709); kw:toponym(59.4841); kw:onomastics(56.2768); kw:name(54.3259); kw:anthroponym(47.0731); kw:designation(44.316); kw:ridge(41.9894); theme:language_communication/naming_classification(41.9241)	ر ض و:B007:رضوى ورضيا أعلام من المادة → ر ض ي:B003:رضوى ورضيا أسماء
C035	0.7722	darkness / duration / delay / time	21	13	15	26	0.06066244	0.2524	1.0	0.7308	1,2,3,4,6,8,10,11,12,14,15,16,18,20,22,25,29,32,34,35,38	ء ل ي ء ن ي ج ن ن ع س ي ك ف ر م ت ع م ر ض م ل و م ل ي ن ف س ن ه ر ه و ي و ه ن	kw:darkness(62.8738); kw:duration(50.4406); kw:delay(50.4406); kw:time(45.0739); kw:benefit(41.5754); kw:interval(38.3916); theme:time_measure_quantity/time(36.9317); kw:extension(36.578)	م ل و:B001:امتداد الزمان وإمهاله → م ل ي:B001:امتداد الزمن وطوله
C036	0.7718	rain / land / fertility / weather	26	17	17	29	0.0624283	0.2132	0.9655	0.6897	1,3,4,7,9,10,11,13,14,15,16,17,18,20,22,23,25,26,27,28,31,32,34,35,36,38	ء ت ي ء ر ض ب ص ر ب ي ن ج ه د ح ي ي خ ب ر س ب ل ش ر ط ص م م ض ر ب ق ر ي ق ط ع ك ر ه ن ص ر و ت ر و ل ي	kw:rain(59.2371); kw:land(45.5656); kw:fertility(42.5584); kw:weather(37.9455); kw:hardness(37.1238); theme:land_water_sky/water_hydrology(36.9317); kw:ground(35.6904); kw:earth(34.1742)	ك ر ه:B007:أرض صلبة غليظة → ص م م:B004:غلظ الأرض الصلبة
C037	0.7712	spear / point / tip / conflict_security/weaponry	20	11	11	12	0.05418847	0.2182	1.0	1.0	1,2,3,4,8,9,12,13,14,16,21,23,26,28,29,30,32,33,35,37	ء م ر ء ن ف ح ر ب ح ق ق س ر ر ص م م ض غ ن ع ل و ع م ل ق ر ي ه و ي	kw:spear(55.7051); kw:point(42.9143); kw:tip(40.3171); theme:conflict_security/weaponry(35.6665); kw:sharpening(33.5381); kw:injury(32.5509); kw:tool(31.8); kw:warfare(31.7609)	ح ق ق:B009:طعنة استقامت حتى نفذت → ه و ي:B007:فغر الطعنة وخلو الجوف
C038	0.7711	body_health_life/reproduction_birth / birth / womb / pregnancy	12	12	14	28	0.06358668	0.3182	1.0	0.75	4,6,10,12,15,20,22,24,27,30,35,38	ج ن ن ر ء ي ر ح م س ق ي ع ل و ق ب ل ق ر ء م ع ي م و ه ن ف س و ج ه و ض ع	theme:body_health_life/reproduction_birth(108.3582); kw:birth(74.2476); kw:womb(66.6687); kw:pregnancy(64.8028); kw:reproduction(61.1919); kw:gestation(42.434); kw:delivery(41.1882); kw:biology(39.4154)	ع ل و:B011:السلامة من النفاس أو العلة → ن ف س:B005:خروج الولد ودم النفاس
C039	0.771	concealment / veil / screen / covering	15	11	15	37	0.06227921	0.37	0.973	0.5946	1,2,3,4,6,8,10,11,12,15,19,20,26,32,34	ب ع ض ج ن ن خ م ر ر ق ب ص د د غ ش و غ ش ي غ ف ر ك ف ر ك ل ل و ض ع	kw:concealment(131.1095); kw:veil(112.5535); kw:screen(100.7291); kw:covering(81.0199); kw:protection(59.6861); kw:privacy(41.1882); kw:cover(38.2751); kw:hiding(34.1547)	غ ش و:B001:غطاء يعلو الشيء ويستره → غ ش ي:B001:الستر والتغطية
C040	0.7702	method / pattern / character / conduct	16	12	12	18	0.06030249	0.2727	1.0	0.7778	2,3,4,9,10,12,13,15,16,20,24,26,27,34,35,38	ج ر ي س ي ر ض ر ب ط ب ع ق ر ء ق ر ي ق و م م ث ل م و ت ن ز ل و ت ر و ج ه	kw:method(62.7642); kw:pattern(49.0059); kw:character(46.3827); kw:conduct(31.7301); kw:conformity(31.3821); kw:imitation(31.3821); kw:norm(31.3821); kw:manner(30.7655)	ض ر ب:B009:السجية المضروبة → ط ب ع:B002:السجية والجبلة
C041	0.77	dominance / victory / overcoming / competition	15	10	11	16	0.05689872	0.2963	1.0	0.8125	4,15,16,17,18,19,20,21,24,27,28,29,34,35,36	ء ت ي ج ي ء ر ض و ر ض ي ع ز م ع ل و غ ف ر ق ل ب و ج ه و ز ر	kw:dominance(81.6489); kw:victory(69.2923); kw:overcoming(51.232); kw:competition(46.0458); kw:advent(35.7766); kw:coming(33.5381); theme:conflict_security/conflict(32.8575); kw:inclusion(30.4895)	ر ض و:B005:راضاني فرضوته غلبة في ذلك → ر ض ي:B002:غلبة راضاني فرضوته
C042	0.7692	foot / hoof / pedestrian / locomotion	27	14	16	18	0.06235402	0.1525	0.9444	1.0	1,2,3,4,5,7,8,9,10,12,13,14,15,16,17,18,20,24,25,27,28,30,32,33,35,36,37	ء ت ي ح ف و ح ق ق د ب ر ع ق ب ع م ل ق ت ل ق د م م ن ن ن ع م ه د ي ه ل ك و ض ع و ق ي	kw:foot(55.4339); kw:hoof(53.7561); kw:pedestrian(35.7766); kw:locomotion(35.7659); kw:travel(35.2923); kw:coquetry(34.1547); kw:sway(32.5328); kw:rear(28.4462)	ق د م:B001:القدم التي يطأ بها → ع ق ب:B002:مؤخر القدم والأثر
C043	0.7687	deliberation / law_governance/authority_governance / governance / administration	28	14	17	29	0.05860567	0.2197	0.9655	0.6897	1,2,4,6,7,8,9,10,11,12,14,16,18,19,20,21,22,24,25,26,27,28,29,30,32,33,35,38	ء م ر ث ب ت ح س ب د ب ر ر ء ي ر س ل ع ر ف ع م ل ق ل ب ق و م م ل ك ن ظ ر و ج ه و ل ي	kw:deliberation(102.0027); theme:law_governance/authority_governance(90.9803); kw:governance(78.8193); kw:administration(71.9494); theme:cognition_perception/reasoning_decision(40.5388); kw:circumstance(33.004); kw:caution(32.5328); kw:consultation(32.5328)	و ل ي:B003:تولي الأمر والقيام عليه → ء م ر:B003:الولاية وصاحب السلطان
C044	0.7687	path / route / navigation / road	25	13	14	17	0.0599653	0.1889	1.0	0.8824	1,2,4,8,9,10,12,13,14,15,16,17,18,20,22,24,27,28,30,32,33,34,35,36,38	ء ت ي س ب ل س ي ر ص د د ع م ل ق ب ل ق ر ء ق ر ي ق ط ع م ل ك م و ت ن ظ ر و ج ه	kw:path(74.8331); kw:route(65.6923); kw:navigation(53.4682); kw:road(52.3699); kw:access(36.9363); kw:thoroughfare(34.884); kw:facing(32.1114); kw:conduct(31.7301)	ق ر ي:B005:اتباع طريق أو مواضع → ق ر ء:B011:طريقة ومثال وقصد
C045	0.7661	uvula / throat / hair / lip	13	9	11	15	0.06078926	0.283	1.0	0.8667	1,4,15,16,19,26,30,31,32,34,36,37,38	ح ف و ذ ن ب س ب ل س ق ي ش ر ب ش ق ق ع ل م ل ه و ل ه ي	kw:uvula(51.232); kw:throat(49.4984); kw:hair(48.4301); kw:lip(42.9143); theme:land_water_sky/water_hydrology(36.9317); kw:drinker(35.7766); kw:mustache(35.7766); kw:mouth(35.6159)	س ب ل:B006:شعر منسدل عند الفم واللحية → ش ر ب:B006:شارب الفم ومجاري الحلق
